participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,key_resp_instruction2.started,key_resp_instruction2.keys,key_resp_instruction2.rt,key_resp_instruction2.duration,key_resp_instruction3.started,key_resp_instruction3.keys,key_resp_instruction3.rt,key_resp_instruction3.duration,practiceCondition,practice_reward_seqs,key_resp_practice_slots.started,key_resp_practice_slots.keys,key_resp_practice_slots.rt,key_resp_practice_slots.duration,presentationInterval,"practice_reward_seq: 2,1,3",reward_Img,Cuml_rew,currentPracticeTrialReward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,"practice_reward_seq: 2,3,1",text_block_break.started,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_block.ran,"practice_reward_seq: 1,3,2","practice_reward_seq: 3,1,2",key_resp_practice_end.started,key_resp_practice_end.keys,key_resp_practice_end.rt,key_resp_practice_end.duration,text_main_instruction.started,BlockCondition,BlockOrderIndices,key_resp_main_instruction.started,key_resp_main_instruction.keys,key_resp_main_instruction.rt,key_resp_main_instruction.duration
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,157.1748,right,0.0488,,1,,stimuli/card_100_transparent.png,1200,100,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,158.5402,right,0.4601,,0.5,,stimuli/card_10_transparent.png,1210,10,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.8255,0,0,0,0,1,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,"[6,15]","[[1,3,2],[3,1,2]]",164.8268,left,1.9609,,0.5,,stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,167.6285,up,0.9938,,1.5,,stimuli/card_0_transparent.png,100,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,170.4446,up,0.4367,,0.5,,stimuli/card_100_transparent.png,200,100,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,171.6962,up,0.569,,1.5,,stimuli/card_0_transparent.png,200,0,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,174.0969,left,3.3809,,1.5,,stimuli/card_100_transparent.png,300,100,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,179.2997,left,0.3027,,1.5,,stimuli/card_0_transparent.png,300,0,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,181.432,left,1.6346,,1.5,,stimuli/card_10_transparent.png,310,10,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,184.8854,up,0.6924,,0.5,,stimuli/card_100_transparent.png,410,100,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,186.4002,up,1.1328,,0.5,,stimuli/card_100_transparent.png,510,100,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,188.3579,up,0.318,,1,,stimuli/card_100_transparent.png,610,100,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,190.0073,up,0.1887,,1,,stimuli/card_10_transparent.png,620,10,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,191.5237,up,0.2734,,1.5,,stimuli/card_10_transparent.png,630,10,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,193.6242,up,0.0011,,1.5,,stimuli/card_100_transparent.png,730,100,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,195.44,up,0.024,,0.5,,stimuli/card_100_transparent.png,830,100,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,196.2908,up,0.1589,,0.5,,stimuli/card_100_transparent.png,930,100,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.2765,1,0,1,0,1,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,[15],"[[3,1,2]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,202.2795,right,2.5544,0.0002,1.5,,stimuli/card_10_transparent.png,10,10,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,206.6623,left,0.9614,,0.5,,stimuli/card_0_transparent.png,10,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,208.4466,up,1.6012,,1.5,,stimuli/card_100_transparent.png,110,100,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,211.8632,,,,1.5,,,,,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,217.3766,,,,1,,,,,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,222.8898,,,,1.5,,,,,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,228.4066,,,,1.5,,,,,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,233.9239,,,,0.5,,,,,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,239.4432,,,,0.5,,,,,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,244.9626,,,,1,,,,,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,250.4695,,,,0.5,,,,,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,255.9816,,,,1.5,,,,,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,261.5039,,,,1.5,,,,,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,267.0206,,,,0.5,,,,,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,272.5385,,,,1.5,,,,,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.0491,space,109.2197,,,,,,,,
,2023-09-26_13h42.57.312,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.297,2,"[2,4,8,0,1,3,9,6,8,5]",387.297,space,1.8787,
