participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,key_resp_instruction2.started,key_resp_instruction2.keys,key_resp_instruction2.rt,key_resp_instruction2.duration,key_resp_instruction3.started,key_resp_instruction3.keys,key_resp_instruction3.rt,key_resp_instruction3.duration,practiceCondition,practice_reward_seqs,key_resp_practice_slots.started,key_resp_practice_slots.keys,key_resp_practice_slots.rt,key_resp_practice_slots.duration,presentationInterval,"practice_reward_seq: 2,1,3",reward_Img,Cuml_rew,currentPracticeTrialReward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,"practice_reward_seq: 2,3,1",text_block_break.started,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_block.ran
,2023-09-26_10h59.05.145,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,175.3702,up,0.5874,,1.5,,stimuli/card_0_transparent.png,710,0,8,0,8,0,1,,,,,,,
,2023-09-26_10h59.05.145,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,177.7833,up,2.5448,,0.5,,stimuli/card_0_transparent.png,710,0,9,0,9,0,1,,,,,,,
,2023-09-26_10h59.05.145,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,181.1486,,,,1,,,,,10,0,10,0,1,,,,,,,
,2023-09-26_10h59.05.145,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,186.6623,up,0.6115,,0.5,,stimuli/card_0_transparent.png,710,0,11,0,11,0,1,,,,,,,
,2023-09-26_10h59.05.145,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,188.0903,,,,0.5,,,,,12,0,12,0,1,,,,,,,
,2023-09-26_10h59.05.145,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,193.6033,up,3.7708,,1,,stimuli/card_0_transparent.png,710,0,13,0,13,0,1,,,,,,,
,2023-09-26_10h59.05.145,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,198.6971,right,0.0324,,1.5,,stimuli/card_100_transparent.png,810,100,14,0,14,0,1,,,,,,,
,2023-09-26_10h59.05.145,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.5503,0,0,0,0,1
,2023-09-26_10h59.05.145,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,"[6,15]","[[2,3,1]]",205.5424,left,1.2319,,1,,stimuli/card_10_transparent.png,10,10,0,0,0,0,1,,,,,,,
,2023-09-26_10h59.05.145,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,208.0891,right,2.2303,,1,,stimuli/card_100_transparent.png,110,100,1,0,1,0,1,,,,,,,
,2023-09-26_10h59.05.145,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,211.6341,right,1.6603,,1.5,,stimuli/card_100_transparent.png,210,100,2,0,2,0,1,,,,,,,
,2023-09-26_10h59.05.145,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,215.1148,right,0.6273,,0.5,,stimuli/card_100_transparent.png,310,100,3,0,3,0,1,,,,,,,
,2023-09-26_10h59.05.145,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,216.5639,right,0.6829,,1.5,,stimuli/card_100_transparent.png,410,100,4,0,4,0,1,,,,,,,
,2023-09-26_10h59.05.145,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,219.0774,right,0.9102,,1.5,,stimuli/card_10_transparent.png,420,10,5,0,5,0,1,,,,,,,
