key_resp_welcome_started,key_resp_welcome_keys,key_resp_welcome_rt,key_resp_welcome_duration,study_id,path_id,date,expName,psychopyVersion,OS,frameRate,subject_id,session_id,prolific_id,key_resp_instruction1_started,key_resp_instruction1_keys,key_resp_instruction1_rt,key_resp_instruction1_duration,key_resp_instruction2_started,key_resp_instruction2_keys,key_resp_instruction2_rt,key_resp_instruction2_duration,key_resp_instruction3_started,key_resp_instruction3_keys,key_resp_instruction3_rt,key_resp_instruction3_duration,key_resp_instruction4_started,key_resp_instruction4_keys,key_resp_instruction4_rt,key_resp_instruction4_duration,practiceCondition,practice_reward_seqs,practice_trial_started,practice_trial_num,practice_resp_rt,practice_resp_duration,practice_resp_keys,prac_presentationInterval,"practice_reward_seq: 2,1,3",reward_img,cumulative_reward,trial_reward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,"practice_reward_seq: 2,3,1",block_break_started,"practice_reward_seq: 1,3,2","practice_reward_seq: 3,1,2",practice_end_time,practice_end_keys,practice_end_rt,practice_end_duration,main_instruction_text_started,block_condition,block_order_indices,main_instruction_keys,main_instruction_rt,main_instruction_duration
,,,,1C,B,2024-01-02_10h49.22.933,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,158.954,6,0.0009,,up,1.5,,stimuli/card_100_transparent.png,410,100,6,0,6,0,1,,,,,,,,,,,,,,
,,,,1C,B,2024-01-02_10h49.22.933,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,160.769,7,0.0094,,up,0.5,,stimuli/card_100_transparent.png,510,100,7,0,7,0,1,,,,,,,,,,,,,,
,,,,1C,B,2024-01-02_10h49.22.933,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,161.6016,8,0.3013,,up,0.5,,stimuli/card_100_transparent.png,610,100,8,0,8,0,1,,,,,,,,,,,,,,
,,,,1C,B,2024-01-02_10h49.22.933,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,162.7261,9,0.0333,,up,0.5,,stimuli/card_0_transparent.png,610,0,9,0,9,0,1,,,,,,,,,,,,,,
,,,,1C,B,2024-01-02_10h49.22.933,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,163.577,10,0.1561,,up,1.5,,stimuli/card_0_transparent.png,610,0,10,0,10,0,1,,,,,,,,,,,,,,
,,,,1C,B,2024-01-02_10h49.22.933,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,165.5402,11,0.0146,,right,1.5,,stimuli/card_100_transparent.png,710,100,11,0,11,0,1,,,,,,,,,,,,,,
,,,,1C,B,2024-01-02_10h49.22.933,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,167.3732,12,0.1824,,right,1.5,,stimuli/card_100_transparent.png,810,100,12,0,12,0,1,,,,,,,,,,,,,,
,,,,1C,B,2024-01-02_10h49.22.933,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,169.3711,13,0.1629,,right,0.5,,stimuli/card_0_transparent.png,810,0,13,0,13,0,1,,,,,,,,,,,,,,
,,,,1C,B,2024-01-02_10h49.22.933,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,170.3493,14,0.0022,,right,1,,stimuli/card_100_transparent.png,910,100,14,0,14,0,1,,,,,,,,,,,,,,
,,,,1C,B,2024-01-02_10h49.22.933,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,"[6,15]","[[1,3,2],[3,1,2]]",176.6557,0,0.3858,,right,1,,stimuli/card_10_transparent.png,10,10,0,0,0,0,1,,171.6611,,,,,,,,,,,,
,,,,1C,B,2024-01-02_10h49.22.933,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,178.3517,1,0.0497,,left,1.5,,stimuli/card_100_transparent.png,110,100,1,0,1,0,1,,,,,,,,,,,,,,
,,,,1C,B,2024-01-02_10h49.22.933,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,180.2059,2,0.0011,,up,1,,stimuli/card_0_transparent.png,110,0,2,0,2,0,1,,,,,,,,,,,,,,
,,,,1C,B,2024-01-02_10h49.22.933,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,181.6002,3,0.4,,left,1,,stimuli/card_100_transparent.png,210,100,3,0,3,0,1,,,,,,,,,,,,,,
,,,,1C,B,2024-01-02_10h49.22.933,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,183.3088,4,0.0824,,left,1.5,,stimuli/card_0_transparent.png,210,0,4,0,4,0,1,,,,,,,,,,,,,,
,,,,1C,B,2024-01-02_10h49.22.933,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,185.2096,5,0.3918,,left,1,,stimuli/card_100_transparent.png,310,100,5,0,5,0,1,,,,,,,,,,,,,,
,,,,1C,B,2024-01-02_10h49.22.933,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,186.9077,6,0.2691,,left,0.5,,stimuli/card_0_transparent.png,310,0,6,0,6,0,1,,,,,,,,,,,,,,
,,,,1C,B,2024-01-02_10h49.22.933,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,187.9892,7,0.426,,left,0.5,,stimuli/card_100_transparent.png,410,100,7,0,7,0,1,,,,,,,,,,,,,,
,,,,1C,B,2024-01-02_10h49.22.933,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,189.22,8,0.2028,,left,0.5,,stimuli/card_100_transparent.png,510,100,8,0,8,0,1,,,,,,,,,,,,,,
,,,,1C,B,2024-01-02_10h49.22.933,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,190.234,9,0.0274,,left,1.5,,stimuli/card_100_transparent.png,610,100,9,0,9,0,1,,,,,,,,,,,,,,
,,,,1C,B,2024-01-02_10h49.22.933,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,192.0609,10,0.4796,,left,0.5,,stimuli/card_0_transparent.png,610,0,10,0,10,0,1,,,,,,,,,,,,,,
,,,,1C,B,2024-01-02_10h49.22.933,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,193.3607,11,0.4042,,right,1,,stimuli/card_10_transparent.png,620,10,11,0,11,0,1,,,,,,,,,,,,,,
,,,,1C,B,2024-01-02_10h49.22.933,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,195.0718,12,0.001,,up,0.5,,stimuli/card_0_transparent.png,620,0,12,0,12,0,1,,,,,,,,,,,,,,
,,,,1C,B,2024-01-02_10h49.22.933,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,195.8876,13,0.2635,,up,1.5,,stimuli/card_100_transparent.png,720,100,13,0,13,0,1,,,,,,,,,,,,,,
,,,,1C,B,2024-01-02_10h49.22.933,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,197.9528,14,0.03,,right,1,,stimuli/card_10_transparent.png,730,10,14,0,14,0,1,,,,,,,,,,,,,,
,,,,1C,B,2024-01-02_10h49.22.933,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.3016,,,204.2901,space,1.4357,,,,,,,
,,,,1C,B,2024-01-02_10h49.22.933,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.7406,2,"[2,4,8,0,1,3,9,6,8,5]",space,1.1458,
