participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,key_resp_instruction2.started,key_resp_instruction2.keys,key_resp_instruction2.rt,key_resp_instruction2.duration,key_resp_instruction3.started,key_resp_instruction3.keys,key_resp_instruction3.rt,key_resp_instruction3.duration,practiceCondition,practice_reward_seqs,key_resp_practice_slots.started,key_resp_practice_slots.keys,key_resp_practice_slots.rt,key_resp_practice_slots.duration,presentationInterval,"practice_reward_seq: 2,1,3",reward_Img,Cuml_rew,currentPracticeTrialReward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,"practice_reward_seq: 2,3,1",text_block_break.started,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_block.ran,"practice_reward_seq: 1,3,2","practice_reward_seq: 3,1,2",key_resp_practice_end.started,key_resp_practice_end.keys,key_resp_practice_end.rt,key_resp_practice_end.duration,text_main_instruction.started,BlockCondition,BlockOrderIndices,key_resp_main_instruction.started,key_resp_main_instruction.keys,key_resp_main_instruction.rt,key_resp_main_instruction.duration,currentCondition,main_reward_seqs,key_resp_slots_presentation.started,key_resp_slots_presentation.keys,key_resp_slots_presentation.rt,key_resp_slots_presentation.duration,Main_presentationInterval,rewardPresentationTime,Main_reward_seq,Random value generated,Main_reward_Img,Main_Cumul_Reward,Main_currentTrialReward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,188.4903,left,0.8365,,1,,stimuli/card_100_transparent.png,230,100,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,190.6399,left,0.1081,,0.5,,stimuli/card_0_transparent.png,230,0,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,191.574,left,0.3438,,0.5,,stimuli/card_0_transparent.png,230,0,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,192.7402,right,0.7861,,0.5,,stimuli/card_10_transparent.png,240,10,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,194.3408,up,0.0765,,1,,stimuli/card_0_transparent.png,240,0,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,195.7404,up,0.4443,,1,,stimuli/card_100_transparent.png,340,100,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,197.5078,up,0.1068,,0.5,,stimuli/card_100_transparent.png,440,100,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,198.4405,up,0.1583,,1,,stimuli/card_100_transparent.png,540,100,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,199.9231,up,0.0301,,1,,stimuli/card_100_transparent.png,640,100,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,201.2731,up,0.0318,,1.5,,stimuli/card_100_transparent.png,740,100,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.1237,space,1.6177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.7572,1,"[0,1,2,3,4,5,6,7,8,9]",204.7572,space,5.4049,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[12,15]","[[2,1,3],[2,3,1]]",210.1961,left,0.6778,,1,0.3,"[2,1,3]",0.706720042,stimuli/card_10_transparent.png,10,10,0,0,0,0,1,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.1972,right,0.0023,,0.5,0.3,"[2,1,3]",0.009357769,stimuli/card_100_transparent.png,110,100,1,0,1,0,1,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.9987,right,0.2477,,1.5,0.3,"[2,1,3]",0.276576512,stimuli/card_0_transparent.png,110,0,2,0,2,0,1,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.0482,up,1.3691,,0.5,0.3,"[2,1,3]",0.223549754,stimuli/card_100_transparent.png,210,100,3,0,3,0,1,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.2307,up,0.2045,,1.5,0.3,"[2,1,3]",0.232005337,stimuli/card_100_transparent.png,310,100,4,0,4,0,1,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.2477,up,0.1136,,1.5,0.3,"[2,1,3]",0.283057783,stimuli/card_100_transparent.png,410,100,5,0,5,0,1,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.1656,up,0.267,,1.5,0.3,"[2,1,3]",0.03133106,stimuli/card_0_transparent.png,410,0,6,0,6,0,1,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.239,right,0.3847,,1.5,0.3,"[2,1,3]",0.806710601,stimuli/card_0_transparent.png,410,0,7,0,7,0,1,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.4558,left,0.317,,1,0.3,"[2,1,3]",0.876968588,stimuli/card_10_transparent.png,420,10,8,0,8,0,1,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0895,right,0.2058,,0.5,0.3,"[2,1,3]",0.995918429,stimuli/card_0_transparent.png,420,0,9,0,9,0,1,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.1232,right,0.235,,1,0.3,"[2,1,3]",0.433677798,stimuli/card_0_transparent.png,420,0,10,0,10,0,1,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.674,up,0.4209,,0.5,0.3,"[2,1,3]",0.619455556,stimuli/card_100_transparent.png,520,100,11,0,11,0,1,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.9224,left,0.1902,,1.5,0.3,"[2,3,1]",0.588958488,stimuli/card_10_transparent.png,530,10,12,0,12,0,1,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.9401,up,0.1905,,1.5,0.3,"[2,3,1]",0.457988642,stimuli/card_0_transparent.png,530,0,13,0,13,0,1,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.9563,left,0.6917,,1,0.3,"[2,3,1]",0.357536643,stimuli/card_10_transparent.png,540,10,14,0,14,0,1,,,,,
1,2023-10-02_14h40.40.724,slotMachine_updated,2023.1.3,Win32,60.96445772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.9728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
