key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,key_resp_welcome.duration,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,key_resp_instruction2.started,key_resp_instruction2.keys,key_resp_instruction2.rt,key_resp_instruction2.duration,key_resp_instruction3.started,key_resp_instruction3.keys,key_resp_instruction3.rt,key_resp_instruction3.duration,practiceCondition,practice_reward_seqs,key_resp_practice_slots.rt,key_resp_practice_slots.duration,key_resp_practice_slots.keys,presentationInterval,"practice_reward_seq: 2,1,3",reward_Img,Cuml_rew,currentPracticeTrialReward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,"practice_reward_seq: 2,3,1",text_block_break.started,"practice_reward_seq: 1,3,2","practice_reward_seq: 3,1,2",key_resp_practice_end.started,key_resp_practice_end.keys,key_resp_practice_end.rt,key_resp_practice_end.duration,text_main_instruction.started,BlockCondition,BlockOrderIndices,key_resp_main_instruction.started,key_resp_main_instruction.keys,key_resp_main_instruction.rt,key_resp_main_instruction.duration,blockNumber,blockAssignment,currentCondition,main_reward_seqs,key_resp_slots_presentation.started,key_resp_slots_presentation.keys,key_resp_slots_presentation.rt,key_resp_slots_presentation.duration,Main_presentationInterval,rewardPresentationTime,Main_reward_seq,Random value generated,Main_reward_Img,Main_Cumul_Reward,Main_currentTrialReward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1483.3575,right,0.3473,,1.5,0.3,"[1,3,2]",0.47952394,stimuli/card_10_transparent.png,730,10,12,0,12,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485.5115,left,1.2611,,1,0.3,"[1,3,2]",0.469134992,stimuli/card_100_transparent.png,830,100,13,0,13,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1488.0823,left,0.3621,,0.5,0.3,"[1,3,2]",0.889170003,stimuli/card_100_transparent.png,930,100,14,0,14,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1489.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,1
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,"[9,15]","[[1,3,2],[2,3,1]]",1494.2617,right,2.4759,,0.5,0.3,"[1,3,2]",0.781316163,stimuli/card_10_transparent.png,10,10,0,0,0,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497.6411,up,1.335,,1.5,0.3,"[1,3,2]",0.291992127,stimuli/card_0_transparent.png,10,0,1,0,1,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.7583,left,0.7669,,0.5,0.3,"[1,3,2]",0.384293333,stimuli/card_100_transparent.png,110,100,2,0,2,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502.3307,left,0.481,,1.5,0.3,"[1,3,2]",0.71730044,stimuli/card_100_transparent.png,210,100,3,0,3,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1504.5716,left,0.573,,1.5,0.3,"[1,3,2]",0.057353432,stimuli/card_0_transparent.png,210,0,4,0,4,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1506.9078,left,0.6324,,1,0.3,"[1,3,2]",0.12449378,stimuli/card_10_transparent.png,220,10,5,0,5,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1508.8739,left,0.8328,,1.5,0.3,"[1,3,2]",0.154468171,stimuli/card_10_transparent.png,230,10,6,0,6,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1511.5759,right,0.369,,0.5,0.3,"[1,3,2]",0.052041912,stimuli/card_0_transparent.png,230,0,7,0,7,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1512.7741,up,0.3728,,0.5,0.3,"[1,3,2]",0.579926933,stimuli/card_0_transparent.png,230,0,8,0,8,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1513.9334,up,0.4625,,0.5,0.3,"[2,3,1]",0.096046282,stimuli/card_100_transparent.png,330,100,9,0,9,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515.2388,up,0.3509,,0.5,0.3,"[2,3,1]",0.205218323,stimuli/card_0_transparent.png,330,0,10,0,10,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1516.4469,right,0.7382,,1,0.3,"[2,3,1]",0.249066649,stimuli/card_100_transparent.png,430,100,11,0,11,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1518.4898,right,0.4777,,1.5,0.3,"[2,3,1]",0.373439383,stimuli/card_100_transparent.png,530,100,12,0,12,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520.7663,right,0.2505,0.0001,1,0.3,"[2,3,1]",0.888073697,stimuli/card_100_transparent.png,630,100,13,0,13,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1522.3622,right,0.2605,,1.5,0.3,"[2,3,1]",0.309437287,stimuli/card_100_transparent.png,730,100,14,0,14,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524.4626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,1
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,[15],"[[3,1,2]]",1529.4847,right,0.4235,,1,0.3,"[3,1,2]",0.938880427,stimuli/card_10_transparent.png,10,10,0,0,0,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1531.2095,up,0.3561,,1.5,0.3,"[3,1,2]",0.159781481,stimuli/card_10_transparent.png,20,10,1,0,1,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1533.42,left,0.3666,,0.5,0.3,"[3,1,2]",0.016299276,stimuli/card_100_transparent.png,120,100,2,0,2,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534.6192,left,0.3563,,1.5,0.3,"[3,1,2]",0.301447821,stimuli/card_0_transparent.png,120,0,3,0,3,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536.7974,up,0.4933,,1.5,0.3,"[3,1,2]",0.72882369,stimuli/card_100_transparent.png,220,100,4,0,4,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539.1545,up,0.3732,,1,0.3,"[3,1,2]",0.063511042,stimuli/card_0_transparent.png,220,0,5,0,5,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540.827,up,0.49,,1,0.3,"[3,1,2]",0.631586543,stimuli/card_100_transparent.png,320,100,6,0,6,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1542.6952,up,0.2379,,0.5,0.3,"[3,1,2]",0.810388739,stimuli/card_100_transparent.png,420,100,7,0,7,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1543.8007,up,0.3702,,0.5,0.3,"[3,1,2]",0.912945992,stimuli/card_100_transparent.png,520,100,8,0,8,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1545.0036,up,0.3684,,1.5,0.3,"[3,1,2]",0.859125674,stimuli/card_100_transparent.png,620,100,9,0,9,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1547.2074,up,0.354,,1.5,0.3,"[3,1,2]",0.902001328,stimuli/card_100_transparent.png,720,100,10,0,10,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1549.3799,up,0.3622,,1.5,0.3,"[3,1,2]",0.687412343,stimuli/card_100_transparent.png,820,100,11,0,11,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1551.5535,up,0.3666,,1,0.3,"[3,1,2]",0.585627834,stimuli/card_100_transparent.png,920,100,12,0,12,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1553.1876,up,0.3541,,1,0.3,"[3,1,2]",0.76610281,stimuli/card_100_transparent.png,1020,100,13,0,13,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1554.8743,up,0.2383,,1,0.3,"[3,1,2]",0.534211774,stimuli/card_100_transparent.png,1120,100,14,0,14,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1556.5332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,8,0,1
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,"[4,10,15]","[[2,3,1],[1,3,2],[3,2,1]]",1561.4953,right,2.6237,0.0001,0.5,0.3,"[2,3,1]",0.894049306,stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1564.9196,right,0.5318,,1,0.3,"[2,3,1]",0.870723166,stimuli/card_100_transparent.png,200,100,1,0,1,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1566.7236,right,0.2456,,1,0.3,"[2,3,1]",0.70069779,stimuli/card_100_transparent.png,300,100,2,0,2,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568.4435,right,0.1289,,0.5,0.3,"[2,3,1]",0.802146337,stimuli/card_100_transparent.png,400,100,3,0,3,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1569.439,right,0.1312,,0.5,0.3,"[1,3,2]",0.975531367,stimuli/card_10_transparent.png,410,10,4,0,4,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570.3853,right,0.3455,,0.5,0.3,"[1,3,2]",0.483563732,stimuli/card_10_transparent.png,420,10,5,0,5,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571.561,up,0.6527,,1,0.3,"[1,3,2]",0.494563417,stimuli/card_0_transparent.png,420,0,6,0,6,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573.5437,left,0.2499,,0.5,0.3,"[1,3,2]",0.402634539,stimuli/card_100_transparent.png,520,100,7,0,7,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574.6525,left,0.2498,,1.5,0.3,"[1,3,2]",0.962271624,stimuli/card_100_transparent.png,620,100,8,0,8,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1576.7519,left,0.2483,,0.5,0.3,"[1,3,2]",0.541256831,stimuli/card_100_transparent.png,720,100,9,0,9,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577.8688,left,0.3629,,1.5,0.3,"[3,2,1]",0.982942193,stimuli/card_0_transparent.png,720,0,10,0,10,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580.1099,up,0.6943,,1.5,0.3,"[3,2,1]",0.799890937,stimuli/card_10_transparent.png,730,10,11,0,11,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1582.7192,left,0.4912,,1,0.3,"[3,2,1]",0.916131697,stimuli/card_0_transparent.png,730,0,12,0,12,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584.5874,right,0.3014,,0.5,0.3,"[3,2,1]",0.322899878,stimuli/card_100_transparent.png,830,100,13,0,13,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1585.6726,right,0.3743,,1,0.3,"[3,2,1]",0.711006491,stimuli/card_100_transparent.png,930,100,14,0,14,0,1,,,,,
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1587.3353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,9,0,1
,,,,2,2023-10-27_13h11.35.047,SlotMachine_updated,2023.1.3,Win32,9.997700529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
