participant,date,expName,psychopyVersion,OS,frameRate,key_resp_practice_instruction.started,key_resp_practice_instruction.keys,key_resp_practice_instruction.rt,key_resp_practice_instruction.duration,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_practice_reset.keys,key_resp_practice_reset.rt,key_resp_practice_reset.duration,key_resp_practice_slots.started,key_resp_practice_slots.keys,key_resp_practice_slots.rt,key_resp_practice_slots.duration,presentationInterval,reward_seq,reward_Img,Cuml_rew,currentTrialReward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,key_resp_practice_end.started,key_resp_practice_end.keys,key_resp_practice_end.rt,key_resp_practice_end.duration,text_main_instruction.started,BlockCondition,BlockOrderIndices,key_resp_main_instruction.started,key_resp_main_instruction.keys,key_resp_main_instruction.rt,key_resp_main_instruction.duration,conditions,currentCondition,conditionsAfterRemoval,key_resp_slots_presentation.started,key_resp_slots_presentation.keys,key_resp_slots_presentation.rt,key_resp_slots_presentation.duration,Main_presentationInterval,Main_reward_seq,Random value generated,Main_reward_Img,Main_Cuml_rew,Main_currentTrialReward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,text_block_break.started,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,459.4919,up,0.6149,,0.5,"[2,1,3]",stimuli/card_100_transparent.png,510,100,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,460.9261,up,0.1891,,0.5,"[2,1,3]",stimuli/card_100_transparent.png,610,100,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,461.9401,up,0.3327,,1,"[2,1,3]",stimuli/card_100_transparent.png,710,100,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,463.5987,up,0.8966,,1.5,"[2,3,1]",stimuli/card_0_transparent.png,710,0,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,466.3137,right,0.6871,,1.5,"[2,3,1]",stimuli/card_100_transparent.png,810,100,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,468.814,right,0.0632,,1.5,"[2,3,1]",stimuli/card_100_transparent.png,910,100,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,470.6971,right,0.1267,,0.5,"[2,3,1]",stimuli/card_100_transparent.png,1010,100,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,471.6474,right,0.3982,,1.5,"[2,3,1]",stimuli/card_100_transparent.png,1110,100,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,473.8544,right,0.0912,,1.5,"[2,3,1]",stimuli/card_100_transparent.png,1210,100,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,475.7703,space,6562.4272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7038.2101,1,"[0,1,2,3,4,5,6,7,8,9]",7038.213,space,0.5779,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""12,15"",""6,15"",""15,15"",""7,15"",""5,15"",""4,10,15"",""9,15"",""11,15"",""8,15"",""10,15""]","12,15","[""12,15"",""6,15"",""15,15"",""7,15"",""5,15"",""4,10,15"",""9,15"",""11,15"",""8,15"",""10,15""]",7038.8283,up,0.9951,,1.5,"[2,1,3]",0.683376089,stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7041.6744,up,0.3945,,1.5,"[2,1,3]",0.580662369,stimuli/card_100_transparent.png,200,100,1,0,1,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7043.8918,up,0.0477,,1.5,"[2,1,3]",0.664028626,stimuli/card_100_transparent.png,300,100,2,0,2,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7045.7581,up,0.3338,,1,"[2,1,3]",0.11506417,stimuli/card_10_transparent.png,310,10,3,0,3,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7047.4081,up,1.3542,,1,"[2,1,3]",0.862338225,stimuli/card_100_transparent.png,410,100,4,0,4,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7050.0807,up,0.4932,,1,"[2,1,3]",0.766709392,stimuli/card_100_transparent.png,510,100,5,0,5,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7051.8967,up,0.1323,,1.5,"[2,1,3]",0.367714783,stimuli/card_100_transparent.png,610,100,6,0,6,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7053.8468,up,0.6466,,1,"[2,1,3]",0.623474164,stimuli/card_100_transparent.png,710,100,7,0,7,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7055.8133,up,0.6881,,0.5,"[2,1,3]",0.581993952,stimuli/card_100_transparent.png,810,100,8,0,8,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7057.3289,up,0.0563,,1,"[2,1,3]",0.954704402,stimuli/card_100_transparent.png,910,100,9,0,9,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7058.7037,up,0.4392,,1,"[2,1,3]",0.647160982,stimuli/card_100_transparent.png,1010,100,10,0,10,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7060.4681,up,0.4525,,0.5,"[2,1,3]",0.560522447,stimuli/card_100_transparent.png,1110,100,11,0,11,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7061.7355,up,0.0458,,1,"[2,1,3]",0.876344536,stimuli/card_100_transparent.png,1210,100,12,0,12,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7063.1031,up,2.1301,,1,"[2,1,3]",0.674644499,stimuli/card_100_transparent.png,1310,100,13,0,13,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7066.5529,up,1.013,,0.5,"[2,1,3]",0.55153587,stimuli/card_100_transparent.png,1410,100,14,0,14,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7068.3737,0,0,0,0,1
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""12,15"",""6,15"",""15,15"",""7,15"",""5,15"",""4,10,15"",""9,15"",""11,15"",""8,15"",""10,15""]","6,15","[""12,15"",""6,15"",""15,15"",""7,15"",""5,15"",""4,10,15"",""9,15"",""11,15"",""8,15"",""10,15""]",7073.3756,up,0.6808,,0.5,"[1,3,2]",0.630348928,stimuli/card_0_transparent.png,0,0,0,0,0,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7074.8743,up,0.2787,,0.5,"[1,3,2]",0.674222645,stimuli/card_0_transparent.png,0,0,1,0,1,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7075.9747,right,0.7172,,1.5,"[1,3,2]",0.929236283,stimuli/card_10_transparent.png,10,10,2,0,2,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7078.5116,left,0.2115,,1.5,"[1,3,2]",0.542145947,stimuli/card_100_transparent.png,110,100,3,0,3,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7080.5459,left,0.2166,,0.5,"[1,3,2]",0.027590704,stimuli/card_0_transparent.png,110,0,4,0,4,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7081.5965,left,0.381,,1.5,"[1,3,2]",0.453281957,stimuli/card_100_transparent.png,210,100,5,0,5,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7083.797,left,0.2978,,0.5,"[1,3,2]",0.973295396,stimuli/card_100_transparent.png,310,100,6,0,6,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7084.9125,left,0.1215,,0.5,"[1,3,2]",0.024056295,stimuli/card_0_transparent.png,310,0,7,0,7,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7085.8611,left,0.0718,,0.5,"[1,3,2]",0.71147258,stimuli/card_100_transparent.png,410,100,8,0,8,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7086.7461,left,0.0618,,1,"[1,3,2]",0.164228083,stimuli/card_10_transparent.png,420,10,9,0,9,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7088.1171,left,0.0243,,1.5,"[1,3,2]",0.565038476,stimuli/card_100_transparent.png,520,100,10,0,10,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7089.9679,left,0.0295,,1.5,"[1,3,2]",0.578860975,stimuli/card_100_transparent.png,620,100,11,0,11,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7091.8191,left,0.1499,,1.5,"[1,3,2]",0.875105103,stimuli/card_100_transparent.png,720,100,12,0,12,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7093.7842,left,0.084,,0.5,"[1,3,2]",0.853965769,stimuli/card_100_transparent.png,820,100,13,0,13,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7094.6838,left,0.0435,,0.5,"[1,3,2]",0.823145187,stimuli/card_100_transparent.png,920,100,14,0,14,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7095.5524,1,0,1,0,1
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""12,15"",""6,15"",""15,15"",""7,15"",""5,15"",""4,10,15"",""9,15"",""11,15"",""8,15"",""10,15""]","15,15","[""12,15"",""6,15"",""15,15"",""7,15"",""5,15"",""4,10,15"",""9,15"",""11,15"",""8,15"",""10,15""]",7100.543,left,0.7326,,1.5,"[3,1,2]",0.967910761,stimuli/card_0_transparent.png,0,0,0,0,0,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7103.0921,up,0.0576,,0.5,"[3,1,2]",0.352941002,stimuli/card_100_transparent.png,100,100,1,0,1,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7103.9565,up,0.2977,,1,"[3,1,2]",0.246741291,stimuli/card_100_transparent.png,200,100,2,0,2,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7105.5733,up,0.0576,,0.5,"[3,1,2]",0.079873087,stimuli/card_0_transparent.png,200,0,3,0,3,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7106.4578,up,0.1689,,0.5,"[3,1,2]",0.949080784,stimuli/card_100_transparent.png,300,100,4,0,4,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7107.4405,up,0.1806,,0.5,"[3,1,2]",0.784672266,stimuli/card_100_transparent.png,400,100,5,0,5,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7108.4456,up,0.0011,,1,"[3,1,2]",0.748486642,stimuli/card_100_transparent.png,500,100,6,0,6,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7109.7797,up,0.0154,,1,"[3,1,2]",0.833040226,stimuli/card_100_transparent.png,600,100,7,0,7,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7111.1141,up,0.0321,,1,"[3,1,2]",0.968980612,stimuli/card_100_transparent.png,700,100,8,0,8,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7112.464,up,0.0927,,1,"[3,1,2]",0.751950656,stimuli/card_100_transparent.png,800,100,9,0,9,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7113.8813,up,0.1144,,1.5,"[3,1,2]",0.888651708,stimuli/card_100_transparent.png,900,100,10,0,10,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7115.8118,up,0.0009,,0.5,"[3,1,2]",0.774048347,stimuli/card_100_transparent.png,1000,100,11,0,11,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7116.6296,up,0.0007,,0.5,"[3,1,2]",0.06402311,stimuli/card_0_transparent.png,1000,0,12,0,12,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7117.4466,up,0.0713,,1.5,"[3,1,2]",0.316196872,stimuli/card_100_transparent.png,1100,100,13,0,13,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7119.3173,up,0.1607,,0.5,"[3,1,2]",0.283446355,stimuli/card_100_transparent.png,1200,100,14,0,14,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7120.3013,2,0,2,0,1
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""12,15"",""6,15"",""15,15"",""7,15"",""5,15"",""4,10,15"",""9,15"",""11,15"",""8,15"",""10,15""]","7,15","[""12,15"",""6,15"",""15,15"",""7,15"",""5,15"",""4,10,15"",""9,15"",""11,15"",""8,15"",""10,15""]",7125.3031,right,0.76,,1,"[2,3,1]",0.451425113,stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7127.3848,right,0.548,,1.5,"[2,3,1]",0.773318341,stimuli/card_100_transparent.png,200,100,1,0,1,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7129.7571,right,0.0761,,0.5,"[2,3,1]",0.790437354,stimuli/card_100_transparent.png,300,100,2,0,2,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7130.6576,right,0.126,,1.5,"[2,3,1]",0.166536571,stimuli/card_10_transparent.png,310,10,3,0,3,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7132.6087,right,0.038,,1.5,"[2,3,1]",0.509689372,stimuli/card_100_transparent.png,410,100,4,0,4,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7134.4572,right,0.1146,,1.5,"[2,3,1]",0.404049637,stimuli/card_100_transparent.png,510,100,5,0,5,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7136.3912,right,0.111,,1.5,"[2,3,1]",0.593181772,stimuli/card_100_transparent.png,610,100,6,0,6,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7138.314,right,0.0851,,0.5,"[2,3,1]",0.290842171,stimuli/card_100_transparent.png,710,100,7,0,7,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7139.2141,right,0.0007,,1.5,"[2,3,1]",0.13022932,stimuli/card_10_transparent.png,720,10,8,0,8,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7141.0308,right,0.0151,,0.5,"[2,3,1]",0.051016584,stimuli/card_0_transparent.png,720,0,9,0,9,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7141.8642,right,0.0894,0.0002,1,"[2,3,1]",0.345407582,stimuli/card_100_transparent.png,820,100,10,0,10,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7143.2621,left,0.0977,,1,"[2,3,1]",0.709713758,stimuli/card_10_transparent.png,830,10,11,0,11,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7144.6807,right,0.0954,,0.5,"[2,3,1]",0.920735165,stimuli/card_100_transparent.png,930,100,12,0,12,0,1,,,,,,
,2023-08-31_14h31.01.300,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7145.5952,right,0.0883,,0.5,"[2,3,1]",0.991750128,stimuli/card_100_transparent.png,1030,100,13,0,13,0,1,,,,,,
