participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,key_resp_instruction2.started,key_resp_instruction2.keys,key_resp_instruction2.rt,key_resp_instruction2.duration,key_resp_instruction3.started,key_resp_instruction3.keys,key_resp_instruction3.rt,key_resp_instruction3.duration,practiceCondition,practice_reward_seqs,key_resp_practice_slots.started,key_resp_practice_slots.keys,key_resp_practice_slots.rt,key_resp_practice_slots.duration,presentationInterval,"practice_reward_seq: 2,1,3",reward_Img,Cuml_rew,currentPracticeTrialReward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,"practice_reward_seq: 2,3,1",text_block_break.started,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_block.ran,"practice_reward_seq: 1,3,2","practice_reward_seq: 3,1,2",key_resp_practice_end.started,key_resp_practice_end.keys,key_resp_practice_end.rt,key_resp_practice_end.duration,text_main_instruction.started,BlockCondition,BlockOrderIndices,key_resp_main_instruction.started,key_resp_main_instruction.keys,key_resp_main_instruction.rt,key_resp_main_instruction.duration,mainConditions,currentCondition,main_reward_seqs,key_resp_slots_presentation.started,key_resp_slots_presentation.keys,key_resp_slots_presentation.rt,key_resp_slots_presentation.duration,Main_presentationInterval,Main_reward_seq,Random value generated,Main_reward_Img,Main_Cumul_Reward,Main_currentTrialReward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.1798,up,1.4669,,0.5,"[3,2,1]",0.180913422,stimuli/card_100_transparent.png,210,100,4,0,4,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.4618,up,1.3915,,0.5,"[3,2,1]",0.362473418,stimuli/card_10_transparent.png,220,10,5,0,5,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.6772,up,1.2731,,1.5,"[3,2,1]",0.871368796,stimuli/card_10_transparent.png,230,10,6,0,6,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.7756,up,1.6377,,1,"[3,2,1]",0.981653156,stimuli/card_10_transparent.png,240,10,7,0,7,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.7412,up,1.4769,,1.5,"[3,1,2]",0.113455798,stimuli/card_10_transparent.png,250,10,8,0,8,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.0392,left,1.5439,,1.5,"[3,1,2]",0.029929961,stimuli/card_100_transparent.png,350,100,9,0,9,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.4023,right,2.9071,,1,"[3,1,2]",0.674006371,stimuli/card_10_transparent.png,360,10,10,0,10,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.631,up,0.7465,,1.5,"[3,1,2]",0.05565325,stimuli/card_0_transparent.png,360,0,11,0,11,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.2018,up,2.0698,,1,"[3,1,2]",0.371821528,stimuli/card_100_transparent.png,460,100,12,0,12,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.5837,up,1.8889,,1.5,"[3,1,2]",0.19497461,stimuli/card_10_transparent.png,470,10,13,0,13,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.2963,,,,1.5,,,,,,14,0,14,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.8087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,1
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[[15],[6,15],[15,15],[15],[15],[15],[15],[15],[15],[10,15]]","[6,15]","[[1,3,2],[3,2,1]]",525.8088,up,4.3229,,1.5,"[1,3,2]",0.805381049,stimuli/card_0_transparent.png,0,0,0,0,0,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.9564,right,1.053,,1,"[1,3,2]",0.048561376,stimuli/card_0_transparent.png,0,0,1,0,1,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.3196,right,0.0112,,1,"[1,3,2]",0.194218367,stimuli/card_100_transparent.png,100,100,2,0,2,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.6535,right,0.7524,,1,"[1,3,2]",0.184676695,stimuli/card_100_transparent.png,200,100,3,0,3,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.7342,right,0.1671,,1.5,"[1,3,2]",0.417833089,stimuli/card_10_transparent.png,210,10,4,0,4,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.7168,right,0.4306,,0.5,"[1,3,2]",0.098163285,stimuli/card_0_transparent.png,210,0,5,0,5,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.9604,right,2.9597,,1.5,"[3,2,1]",0.174324859,stimuli/card_10_transparent.png,220,10,6,0,6,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.7454,right,0.9419,,1,"[3,2,1]",0.715580731,stimuli/card_100_transparent.png,320,100,7,0,7,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.0019,,,,0.5,,,,,,8,0,8,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.5231,right,1.3152,,0.5,"[3,2,1]",0.042199189,stimuli/card_0_transparent.png,320,0,9,0,9,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.6589,right,1.1413,,0.5,"[3,2,1]",0.779643717,stimuli/card_100_transparent.png,420,100,10,0,10,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.6231,right,0.7492,,1.5,"[3,2,1]",0.005820808,stimuli/card_0_transparent.png,420,0,11,0,11,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.1915,right,0.3662,,0.5,"[3,2,1]",0.027016882,stimuli/card_0_transparent.png,420,0,12,0,12,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.3727,right,0.3355,,0.5,"[3,2,1]",0.842594975,stimuli/card_100_transparent.png,520,100,13,0,13,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.5225,right,0.2445,,0.5,"[3,2,1]",0.894930256,stimuli/card_100_transparent.png,620,100,14,0,14,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.5887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,1
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[[15],[15],[15,15],[15],[15],[15],[15],[15],[15],[10,15]]","[10,15]","[[3,1,2],[1,3,2]]",568.589,right,0.1786,,1.5,"[3,1,2]",0.808634742,stimuli/card_10_transparent.png,10,10,0,0,0,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.5993,right,0.3128,,1.5,"[3,1,2]",0.552810612,stimuli/card_10_transparent.png,20,10,1,0,1,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.7316,right,1.2592,,0.5,"[3,1,2]",0.982478165,stimuli/card_10_transparent.png,30,10,2,0,2,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.8141,right,0.8264,,1,"[3,1,2]",0.764902554,stimuli/card_10_transparent.png,40,10,3,0,3,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.9618,right,0.6781,,1,"[3,1,2]",0.936313564,stimuli/card_10_transparent.png,50,10,4,0,4,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.9608,up,0.18,,1.5,"[3,1,2]",0.266780777,stimuli/card_100_transparent.png,150,100,5,0,5,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.9583,up,0.1543,,0.5,"[3,1,2]",0.668729029,stimuli/card_100_transparent.png,250,100,6,0,6,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.9395,up,0.8621,,0.5,"[3,1,2]",0.702551749,stimuli/card_100_transparent.png,350,100,7,0,7,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.6219,up,1.0136,,1.5,"[3,1,2]",0.281534795,stimuli/card_100_transparent.png,450,100,8,0,8,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.4567,up,0.034,,1.5,"[3,1,2]",0.146138055,stimuli/card_10_transparent.png,460,10,9,0,9,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.3041,up,0.3778,,1.5,"[1,3,2]",0.198474694,stimuli/card_10_transparent.png,470,10,10,0,10,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.4997,up,0.4847,,0.5,"[1,3,2]",0.940833556,stimuli/card_0_transparent.png,470,0,11,0,11,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.8168,up,0.6987,,1.5,"[1,3,2]",0.244918704,stimuli/card_0_transparent.png,470,0,12,0,12,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.331,up,1.4199,,1.5,"[1,3,2]",0.999347266,stimuli/card_0_transparent.png,470,0,13,0,13,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.5596,left,1.2351,,0.5,"[1,3,2]",0.002750271,stimuli/card_0_transparent.png,470,0,14,0,14,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.6112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,8,0,1
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[[15],[15],[15,15],[15],[15],[15],[15],[15],[15],[15]]","[15,15]","[[3,1,2],[3,1,2]]",604.6106,right,0.5853,,1,"[3,1,2]",0.380820483,stimuli/card_10_transparent.png,10,10,0,0,0,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.5261,right,0.435,,0.5,"[3,1,2]",0.024997769,stimuli/card_0_transparent.png,10,0,1,0,1,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.8024,up,0.3483,,0.5,"[3,1,2]",0.801070193,stimuli/card_100_transparent.png,110,100,2,0,2,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.9763,up,0.5671,,1,"[3,1,2]",0.840040148,stimuli/card_100_transparent.png,210,100,3,0,3,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.8498,up,0.4783,,1.5,"[3,1,2]",0.242509263,stimuli/card_100_transparent.png,310,100,4,0,4,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.148,up,0.9723,,0.5,"[3,1,2]",0.000220206,stimuli/card_0_transparent.png,310,0,5,0,5,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.947,up,1.3983,,1,"[3,1,2]",0.654958248,stimuli/card_100_transparent.png,410,100,6,0,6,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.6627,up,0.7756,,1.5,"[3,1,2]",0.840370734,stimuli/card_100_transparent.png,510,100,7,0,7,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.2628,up,1.2243,,1.5,"[3,1,2]",0.683729131,stimuli/card_100_transparent.png,610,100,8,0,8,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.3077,up,0.0953,,1.5,"[3,1,2]",0.527176253,stimuli/card_100_transparent.png,710,100,9,0,9,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.2241,up,0.026,,1.5,"[3,1,2]",0.696475448,stimuli/card_100_transparent.png,810,100,10,0,10,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.0711,up,3.1108,,1,"[3,1,2]",0.274783181,stimuli/card_100_transparent.png,910,100,11,0,11,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.5051,up,0.3304,,0.5,"[3,1,2]",0.142686646,stimuli/card_10_transparent.png,920,10,12,0,12,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.6515,left,0.6865,,1,"[3,1,2]",0.287969695,stimuli/card_0_transparent.png,920,0,13,0,13,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.6672,up,0.1796,,1,"[3,1,2]",0.778799298,stimuli/card_100_transparent.png,1020,100,14,0,14,0,1,,,,,
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.1652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,9,0,1
,2023-09-27_18h33.56.573,slotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
