participant,date,expName,psychopyVersion,OS,frameRate,key_resp_practice_instruction.started,key_resp_practice_instruction.keys,key_resp_practice_instruction.rt,key_resp_practice_instruction.duration,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_practice_reset.keys,key_resp_practice_reset.rt,key_resp_practice_reset.duration,key_resp_practice_slots.started,key_resp_practice_slots.keys,key_resp_practice_slots.rt,key_resp_practice_slots.duration,presentationInterval,reward_seq,reward_Img,Cuml_rew,currentTrialReward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,key_resp_practice_end.started,key_resp_practice_end.keys,key_resp_practice_end.rt,key_resp_practice_end.duration,text_main_instruction.started,BlockCondition,BlockOrderIndices,key_resp_main_instruction.started,key_resp_main_instruction.keys,key_resp_main_instruction.rt,key_resp_main_instruction.duration,conditions,currentCondition,conditionsAfterRemoval,key_resp_slots_presentation.started,key_resp_slots_presentation.keys,key_resp_slots_presentation.rt,key_resp_slots_presentation.duration,Main_presentationInterval,Main_reward_seq,Random value generated,Main_reward_Img,Main_Cuml_rew,Main_currentTrialReward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,text_block_break.started,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,697.9161,up,0.7089,,1.5,"[2,1,3]",stimuli/card_100_transparent.png,510,100,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,700.4486,up,0.3447,,1.5,"[2,1,3]",stimuli/card_100_transparent.png,610,100,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,702.6151,up,0.2584,,1,"[2,1,3]",stimuli/card_100_transparent.png,710,100,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,704.2019,up,0.1485,,1.5,"[2,3,1]",stimuli/card_0_transparent.png,710,0,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,706.1688,up,0.0595,,0.5,"[2,3,1]",stimuli/card_0_transparent.png,710,0,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,707.0389,right,3.533,,0.5,"[2,3,1]",stimuli/card_100_transparent.png,810,100,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,711.388,right,0.4362,,1,"[2,3,1]",stimuli/card_100_transparent.png,910,100,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,713.1411,right,0.2971,,1,"[2,3,1]",stimuli/card_100_transparent.png,1010,100,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,714.7576,right,0.0752,,1.5,"[2,3,1]",stimuli/card_0_transparent.png,1010,0,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,716.6582,space,0.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.6603,2,"[2,4,8,0,1,3,9,6,8,5]",717.6604,space,1.3825,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""12,15"",""6,15"",""15,15"",""7,15"",""5,15"",""4,10,15"",""9,15"",""11,15"",""8,15"",""10,15""]","15,15","[""12,15"",""6,15"",""15,15"",""7,15"",""5,15"",""4,10,15"",""9,15"",""11,15"",""8,15"",""10,15""]",719.0626,up,0.8281,,1.5,"[3,1,2]",0.545084256,stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.7263,up,0.4678,,0.5,"[3,1,2]",0.487115378,stimuli/card_100_transparent.png,200,100,1,0,1,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.0104,right,0.6853,,0.5,"[3,1,2]",0.986990164,stimuli/card_10_transparent.png,210,10,2,0,2,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.514,up,0.1436,,0.5,"[3,1,2]",0.864277976,stimuli/card_100_transparent.png,310,100,3,0,3,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.4799,up,0.206,,1,"[3,1,2]",0.34741343,stimuli/card_100_transparent.png,410,100,4,0,4,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.0159,up,0.5783,,1.5,"[3,1,2]",0.053581089,stimuli/card_0_transparent.png,410,0,5,0,5,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.4171,up,0.6899,,0.5,"[3,1,2]",0.999653426,stimuli/card_100_transparent.png,510,100,6,0,6,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.9161,up,0.1613,,0.5,"[3,1,2]",0.855397872,stimuli/card_100_transparent.png,610,100,7,0,7,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.8982,up,0.2409,,1,"[3,1,2]",0.642667302,stimuli/card_100_transparent.png,710,100,8,0,8,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.4694,up,0.0309,,1,"[3,1,2]",0.2766351,stimuli/card_100_transparent.png,810,100,9,0,9,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.8122,up,0.001,,0.5,"[3,1,2]",0.007986833,stimuli/card_0_transparent.png,810,0,10,0,10,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.603,up,0.3414,,1.5,"[3,1,2]",0.218445643,stimuli/card_100_transparent.png,910,100,11,0,11,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.7552,up,0.0006,,1,"[3,1,2]",0.864905305,stimuli/card_100_transparent.png,1010,100,12,0,12,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.0706,up,0.1921,,1.5,"[3,1,2]",0.208426157,stimuli/card_100_transparent.png,1110,100,13,0,13,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.0884,up,0.4293,,1,"[3,1,2]",0.324824208,stimuli/card_100_transparent.png,1210,100,14,0,14,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.838,0,0,0,0,1
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""12,15"",""6,15"",""15,15"",""7,15"",""5,15"",""4,10,15"",""9,15"",""11,15"",""8,15"",""10,15""]","5,15","[""12,15"",""6,15"",""15,15"",""7,15"",""5,15"",""4,10,15"",""9,15"",""11,15"",""8,15"",""10,15""]",747.8287,up,0.3769,,1.5,"[1,2,3]",0.987838662,stimuli/card_10_transparent.png,10,10,0,0,0,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0179,up,0.1608,,1.5,"[1,2,3]",0.117396952,stimuli/card_100_transparent.png,110,100,1,0,1,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.9929,right,0.0461,,1,"[1,2,3]",0.53751075,stimuli/card_0_transparent.png,110,0,2,0,2,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.3635,up,0.0398,,1.5,"[1,2,3]",0.712738369,stimuli/card_10_transparent.png,120,10,3,0,3,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.2137,up,0.0515,,0.5,"[1,2,3]",0.007053219,stimuli/card_0_transparent.png,120,0,4,0,4,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.0807,up,1.7851,,0.5,"[1,2,3]",0.427030717,stimuli/card_10_transparent.png,130,10,5,0,5,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.6821,left,0.5135,,1.5,"[1,2,3]",0.227792343,stimuli/card_100_transparent.png,230,100,6,0,6,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.0162,up,0.3593,,1,"[1,2,3]",0.331411127,stimuli/card_10_transparent.png,240,10,7,0,7,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.6984,left,0.2167,,1,"[1,2,3]",0.058635263,stimuli/card_0_transparent.png,240,0,8,0,8,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.2364,left,0.4808,,1,"[1,2,3]",0.953839128,stimuli/card_100_transparent.png,340,100,9,0,9,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.0355,up,1.411,,1.5,"[1,2,3]",0.409639033,stimuli/card_10_transparent.png,350,10,10,0,10,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.2705,right,0.1074,,1,"[1,2,3]",0.242124301,stimuli/card_0_transparent.png,350,0,11,0,11,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.7045,right,0.0803,,1,"[1,2,3]",0.122068584,stimuli/card_10_transparent.png,360,10,12,0,12,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.1021,right,0.4608,,1,"[1,2,3]",0.045729228,stimuli/card_100_transparent.png,460,100,13,0,13,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.8912,up,0.0809,,1.5,"[1,2,3]",0.946217914,stimuli/card_10_transparent.png,470,10,14,0,14,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.7908,1,0,1,0,1
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""12,15"",""6,15"",""15,15"",""7,15"",""5,15"",""4,10,15"",""9,15"",""11,15"",""8,15"",""10,15""]","8,15","[""12,15"",""6,15"",""15,15"",""7,15"",""5,15"",""4,10,15"",""9,15"",""11,15"",""8,15"",""10,15""]",780.7943,up,0.7071,,1,"[3,2,1]",0.615064511,stimuli/card_10_transparent.png,10,10,0,0,0,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.8256,left,0.1015,,0.5,"[3,2,1]",0.349042745,stimuli/card_0_transparent.png,10,0,1,0,1,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.7473,right,0.3334,,0.5,"[3,2,1]",0.560048205,stimuli/card_100_transparent.png,110,100,2,0,2,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.8975,right,0.2635,,1.5,"[3,2,1]",0.284686218,stimuli/card_100_transparent.png,210,100,3,0,3,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.9837,right,0.3951,,1.5,"[3,2,1]",0.726289414,stimuli/card_100_transparent.png,310,100,4,0,4,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.1988,right,0.7102,,1,"[3,2,1]",0.42055229,stimuli/card_100_transparent.png,410,100,5,0,5,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.2322,right,0.2645,,1,"[3,2,1]",0.835015069,stimuli/card_100_transparent.png,510,100,6,0,6,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.8158,right,0.4298,,0.5,"[3,2,1]",0.065499015,stimuli/card_0_transparent.png,510,0,7,0,7,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.07,right,1.0253,,0.5,"[3,2,1]",0.840678204,stimuli/card_100_transparent.png,610,100,8,0,8,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.9033,right,0.132,,1.5,"[3,2,1]",0.488127749,stimuli/card_100_transparent.png,710,100,9,0,9,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.8526,right,0.2456,,1.5,"[3,2,1]",0.450014703,stimuli/card_100_transparent.png,810,100,10,0,10,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.9223,right,0.0152,,1.5,"[3,2,1]",0.650586032,stimuli/card_100_transparent.png,910,100,11,0,11,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.7529,right,0.1282,,1,"[3,2,1]",0.055171245,stimuli/card_0_transparent.png,910,0,12,0,12,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.2039,up,0.4974,,1,"[3,2,1]",0.155447682,stimuli/card_100_transparent.png,1010,100,13,0,13,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.0086,up,0.2593,,1,"[3,2,1]",0.715061094,stimuli/card_10_transparent.png,1020,10,14,0,14,0,1,,,,,,
,2023-08-31_13h39.20.823,slotMachine_updated,2023.1.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.5924,2,0,2,0,1
