key_resp_welcome_started,key_resp_welcome_keys,key_resp_welcome_rt,key_resp_welcome_duration,study_id,path_id,date,expName,psychopyVersion,OS,frameRate,subject_id,session_id,prolific_id,key_resp_instruction1_started,key_resp_instruction1_keys,key_resp_instruction1_rt,key_resp_instruction1_duration,key_resp_instruction2_started,key_resp_instruction2_keys,key_resp_instruction2_rt,key_resp_instruction2_duration,key_resp_instruction3_started,key_resp_instruction3_keys,key_resp_instruction3_rt,key_resp_instruction3_duration,key_resp_instruction4_started,key_resp_instruction4_keys,key_resp_instruction4_rt,key_resp_instruction4_duration,practiceCondition,practice_reward_seqs,practice_trial_started,practice_trial_num,practice_resp_rt,practice_resp_duration,practice_resp_keys,prac_presentationInterval,"practice_reward_seq: 2,1,3",reward_img,cumulative_reward,trial_reward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,"practice_reward_seq: 2,3,1",block_break_started,"practice_reward_seq: 1,3,2","practice_reward_seq: 3,1,2",practice_end_time,practice_end_keys,practice_end_rt,practice_end_duration,main_instruction_text_started,block_condition,block_order_indices,main_instruction_keys,main_instruction_rt,main_instruction_duration,block_number,block_assignment,current_condition,main_reward_seqs,main_trial_started,main_trial_num,main_trial_keys,main_trial_rt,main_trial_duration,main_presentationInterval,reward_presentation_time,main_reward_seq,reward_rand_val,main_reward_img,current_reward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.9745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,7,10,"[10,15]","[[3,1,2],[1,3,2]]",534.9668,0,left,0.5075,,1,0.3,"[3,1,2]",0.592846031,stimuli/card_0_transparent.png,0,0,0,0,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,7,10,,,536.7956,1,up,0.0106,,1.5,0.3,"[3,1,2]",0.483154913,stimuli/card_100_transparent.png,100,1,0,1,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,7,10,,,538.6114,2,up,0.3843,,0.5,0.3,"[3,1,2]",0.385985886,stimuli/card_100_transparent.png,100,2,0,2,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,7,10,,,539.8091,3,up,0.0201,,1,0.3,"[3,1,2]",0.501510173,stimuli/card_100_transparent.png,100,3,0,3,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,7,10,,,541.1342,4,up,0.2376,,1.5,0.3,"[3,1,2]",0.271923362,stimuli/card_100_transparent.png,100,4,0,4,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,7,10,,,543.1815,5,up,0.2439,,1.5,0.3,"[3,1,2]",0.971813246,stimuli/card_100_transparent.png,100,5,0,5,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,7,10,,,545.2299,6,up,0.1099,,0.5,0.3,"[3,1,2]",0.696844033,stimuli/card_100_transparent.png,100,6,0,6,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,7,10,,,546.1474,7,up,0.0475,,1.5,0.3,"[3,1,2]",0.63234823,stimuli/card_100_transparent.png,100,7,0,7,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,800,,,,,,,,,,,,,,,,,,,,,7,10,,,548.0151,8,up,0.366,,1,0.3,"[3,1,2]",0.475050051,stimuli/card_100_transparent.png,100,8,0,8,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,810,,,,,,,,,,,,,,,,,,,,,7,10,,,549.6921,9,right,0.567,,0.5,0.3,"[3,1,2]",0.678365328,stimuli/card_10_transparent.png,10,9,0,9,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,910,,,,,,,,,,,,,,,,,,,,,7,10,,,551.0703,10,right,1.0477,,1.5,0.3,"[1,3,2]",0.170888089,stimuli/card_100_transparent.png,100,10,0,10,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,920,,,,,,,,,,,,,,,,,,,,,7,10,,,553.9346,11,right,1.4761,,0.5,0.3,"[1,3,2]",0.610814927,stimuli/card_10_transparent.png,10,11,0,11,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,930,,,,,,,,,,,,,,,,,,,,,7,10,,,556.229,12,right,0.4217,,1.5,0.3,"[1,3,2]",0.533147893,stimuli/card_10_transparent.png,10,12,0,12,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,940,,,,,,,,,,,,,,,,,,,,,7,10,,,558.4623,13,right,0.121,,1,0.3,"[1,3,2]",0.576508012,stimuli/card_10_transparent.png,10,13,0,13,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,940,,,,,,,,,,,,,,,,,,,,,7,10,,,559.8926,14,up,0.0753,,1.5,0.3,"[1,3,2]",0.963186581,stimuli/card_0_transparent.png,0,14,0,14,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.7691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,1
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,8,7,"[9,15]","[[1,3,2],[2,3,1]]",566.7649,0,left,0.3721,,0.5,0.3,"[1,3,2]",0.072062573,stimuli/card_0_transparent.png,0,0,0,0,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,8,7,,,567.9448,1,up,0.233,,0.5,0.3,"[1,3,2]",0.744130124,stimuli/card_0_transparent.png,0,1,0,1,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,8,7,,,568.9937,2,right,0.6487,,1.5,0.3,"[1,3,2]",0.825130922,stimuli/card_10_transparent.png,10,2,0,2,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,8,7,,,571.4496,3,up,0.0118,,1,0.3,"[1,3,2]",0.666674354,stimuli/card_0_transparent.png,0,3,0,3,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,8,7,,,572.7675,4,left,0.1717,,0.5,0.3,"[1,3,2]",0.816744377,stimuli/card_100_transparent.png,100,4,0,4,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,,,,8,7,,,573.7476,5,left,0.3056,,0.5,0.3,"[1,3,2]",0.497706369,stimuli/card_100_transparent.png,100,5,0,5,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,8,7,,,574.8636,6,left,0.1781,,1.5,0.3,"[1,3,2]",0.563262705,stimuli/card_100_transparent.png,100,6,0,6,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,8,7,,,576.8631,7,left,0.0493,,1.5,0.3,"[1,3,2]",0.629146329,stimuli/card_100_transparent.png,100,7,0,7,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,510,,,,,,,,,,,,,,,,,,,,,8,7,,,578.727,8,left,0.0215,,1,0.3,"[1,3,2]",0.949830741,stimuli/card_100_transparent.png,100,8,0,8,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,520,,,,,,,,,,,,,,,,,,,,,8,7,,,580.0599,9,left,0.0081,,1.5,0.3,"[2,3,1]",0.60295115,stimuli/card_10_transparent.png,10,9,0,9,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,530,,,,,,,,,,,,,,,,,,,,,8,7,,,581.8855,10,left,0.1255,,1,0.3,"[2,3,1]",0.502815635,stimuli/card_10_transparent.png,10,10,0,10,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,530,,,,,,,,,,,,,,,,,,,,,8,7,,,583.3332,11,up,0.0785,,0.5,0.3,"[2,3,1]",0.856194624,stimuli/card_0_transparent.png,0,11,0,11,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,630,,,,,,,,,,,,,,,,,,,,,8,7,,,584.2351,12,right,2.1361,,1,0.3,"[2,3,1]",0.506380535,stimuli/card_100_transparent.png,100,12,0,12,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,630,,,,,,,,,,,,,,,,,,,,,8,7,,,587.6777,13,up,0.0497,,0.5,0.3,"[2,3,1]",0.832866464,stimuli/card_0_transparent.png,0,13,0,13,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,730,,,,,,,,,,,,,,,,,,,,,8,7,,,588.5436,14,right,0.0206,,1,0.3,"[2,3,1]",0.606009579,stimuli/card_100_transparent.png,100,14,0,14,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.8763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,1
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,9,9,[15],"[[3,1,2]]",594.8684,0,right,0.4639,,1.5,0.3,"[3,1,2]",0.174120346,stimuli/card_100_transparent.png,100,0,0,0,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,9,9,,,597.1456,1,right,0.2863,,1,0.3,"[3,1,2]",0.254082218,stimuli/card_10_transparent.png,10,1,0,1,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,9,9,,,598.7432,2,right,0.5224,,1.5,0.3,"[3,1,2]",0.520400066,stimuli/card_10_transparent.png,10,2,0,2,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,9,9,,,601.0707,3,up,0.2526,,0.5,0.3,"[3,1,2]",0.573513769,stimuli/card_100_transparent.png,100,3,0,3,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,9,9,,,602.1325,4,up,0.2478,,0.5,0.3,"[3,1,2]",0.472150547,stimuli/card_100_transparent.png,100,4,0,4,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,9,9,,,603.1986,5,up,0.0855,,0.5,0.3,"[3,1,2]",0.096946042,stimuli/card_0_transparent.png,0,5,0,5,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,9,9,,,604.1019,6,up,0.2484,,1.5,0.3,"[3,1,2]",0.060585496,stimuli/card_0_transparent.png,0,6,0,6,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,9,9,,,606.1658,7,left,0.1208,,1,0.3,"[3,1,2]",0.800564453,stimuli/card_0_transparent.png,0,7,0,7,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,,,,,9,9,,,607.5967,8,up,0.1565,,1,0.3,"[3,1,2]",0.193545292,stimuli/card_10_transparent.png,10,8,0,8,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,430,,,,,,,,,,,,,,,,,,,,,9,9,,,609.0613,9,right,0.5073,,1.5,0.3,"[3,1,2]",0.12748315,stimuli/card_100_transparent.png,100,9,0,9,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,9,9,,,611.3701,10,right,0.1032,,1.5,0.3,"[3,1,2]",0.782926461,stimuli/card_10_transparent.png,10,10,0,10,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,450,,,,,,,,,,,,,,,,,,,,,9,9,,,613.2852,11,right,0.0297,,1,0.3,"[3,1,2]",0.793394011,stimuli/card_10_transparent.png,10,11,0,11,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,,,,,,,,,,,9,9,,,614.6308,12,right,0.076,,0.5,0.3,"[3,1,2]",0.2748451,stimuli/card_10_transparent.png,10,12,0,12,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,560,,,,,,,,,,,,,,,,,,,,,9,9,,,615.5149,13,right,0.0661,,1,0.3,"[3,1,2]",0.160379502,stimuli/card_100_transparent.png,100,13,0,13,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,570,,,,,,,,,,,,,,,,,,,,,9,9,,,616.896,14,right,0.0865,,1.5,0.3,"[3,1,2]",0.478606544,stimuli/card_10_transparent.png,10,14,0,14,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.7933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,8,0,1
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,10,6,"[4,10,15]","[[2,3,1],[1,3,2],[3,2,1]]",623.7868,0,right,0.4827,,1,0.3,"[2,3,1]",0.529566337,stimuli/card_100_transparent.png,100,0,0,0,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,10,6,,,625.5834,1,up,2.1942,,1.5,0.3,"[2,3,1]",0.952628202,stimuli/card_0_transparent.png,0,1,0,1,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,10,6,,,629.5865,2,up,0.1089,,1.5,0.3,"[2,3,1]",0.205233234,stimuli/card_0_transparent.png,0,2,0,2,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,10,6,,,631.5479,3,up,0.3985,0.0002,1.5,0.3,"[2,3,1]",0.810307031,stimuli/card_0_transparent.png,0,3,0,3,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,10,6,,,633.8977,4,up,0.1522,,0.5,0.3,"[1,3,2]",0.65478316,stimuli/card_0_transparent.png,0,4,0,4,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,10,6,,,634.8637,5,up,0.218,,0.5,0.3,"[1,3,2]",0.121837563,stimuli/card_10_transparent.png,10,5,0,5,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,,,,10,6,,,635.8977,6,up,0.0389,,1.5,0.3,"[1,3,2]",0.065771793,stimuli/card_100_transparent.png,100,6,0,6,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,10,6,,,637.7462,7,up,0.1512,,0.5,0.3,"[1,3,2]",0.154389762,stimuli/card_10_transparent.png,10,7,0,7,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,10,6,,,638.7132,8,up,0.0353,,0.5,0.3,"[1,3,2]",0.575007504,stimuli/card_0_transparent.png,0,8,0,8,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,10,6,,,639.5628,9,up,0.3016,,1,0.3,"[1,3,2]",0.051131597,stimuli/card_100_transparent.png,100,9,0,9,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,,,,,,,,,,,,,,,,,,,,10,6,,,641.1682,10,up,0.0715,,1,0.3,"[3,2,1]",0.194069536,stimuli/card_100_transparent.png,100,10,0,10,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,,,,,,,,,,,,,,,,,,,,10,6,,,642.5525,11,up,0.0978,,1.5,0.3,"[3,2,1]",0.065070248,stimuli/card_0_transparent.png,0,11,0,11,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,430,,,,,,,,,,,,,,,,,,,,,10,6,,,644.4658,12,up,0.2347,,1,0.3,"[3,2,1]",0.240720714,stimuli/card_10_transparent.png,10,12,0,12,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,10,6,,,646.0618,13,up,0.4235,,1.5,0.3,"[3,2,1]",0.533036959,stimuli/card_10_transparent.png,10,13,0,13,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,450,,,,,,,,,,,,,,,,,,,,,10,6,,,648.2933,14,up,0.0539,,0.5,0.3,"[3,2,1]",0.219190236,stimuli/card_10_transparent.png,10,14,0,14,0,1,,,,,
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,9,0,1
,,,,1C,B,2024-01-02_10h54.37.394,Slot Machine Game,2023.1.3,MacIntel,60.06006006,sid,session_id,pid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
