participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,key_resp_instruction2.started,key_resp_instruction2.keys,key_resp_instruction2.rt,key_resp_instruction2.duration,key_resp_instruction3.started,key_resp_instruction3.keys,key_resp_instruction3.rt,key_resp_instruction3.duration,practiceCondition,practice_reward_seqs,key_resp_practice_slots.started,key_resp_practice_slots.keys,key_resp_practice_slots.rt,key_resp_practice_slots.duration,presentationInterval,"practice_reward_seq: 2,1,3",reward_Img,Cuml_rew,currentPracticeTrialReward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,"practice_reward_seq: 2,3,1",text_block_break.started,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_block.ran
,2023-09-26_10h44.12.946,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,161.2567,,,,1,,,,,11,0,11,0,1,,,,,,,
,2023-09-26_10h44.12.946,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,166.7669,,,,1,,,,,12,0,12,0,1,,,,,,,
,2023-09-26_10h44.12.946,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,172.2755,,,,1.5,,,,,13,0,13,0,1,,,,,,,
,2023-09-26_10h44.12.946,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,177.7876,,,,0.5,,,,,14,0,14,0,1,,,,,,,
,2023-09-26_10h44.12.946,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.2937,0,0,0,0,1
,2023-09-26_10h44.12.946,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,"6,15","[[2,3,1]]",188.2875,,,,1.5,,,,,0,0,0,0,1,,,,,,,
,2023-09-26_10h44.12.946,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,193.8074,,,,0.5,,,,,1,0,1,0,1,,,,,,,
,2023-09-26_10h44.12.946,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,199.3159,,,,1,,,,,2,0,2,0,1,,,,,,,
,2023-09-26_10h44.12.946,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,204.827,,,,1,,,,,3,0,3,0,1,,,,,,,
,2023-09-26_10h44.12.946,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,210.3377,,,,1.5,,,,,4,0,4,0,1,,,,,,,
,2023-09-26_10h44.12.946,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,215.8468,,,,1,,,,,5,0,5,0,1,,,,,,,
,2023-09-26_10h44.12.946,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,221.3588,,,,1.5,,,,,6,0,6,0,1,,,,,,,
,2023-09-26_10h44.12.946,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,226.873,,,,1.5,,,,,7,0,7,0,1,,,,,,,
,2023-09-26_10h44.12.946,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,232.3827,,,,1,,,,,8,0,8,0,1,,,,,,,
,2023-09-26_10h44.12.946,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,237.8971,,,,0.5,,,,,9,0,9,0,1,,,,,,,
,2023-09-26_10h44.12.946,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,243.4016,,,,1,,,,,10,0,10,0,1,,,,,,,
,2023-09-26_10h44.12.946,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,248.9106,,,,0.5,,,,,11,0,11,0,1,,,,,,,
,2023-09-26_10h44.12.946,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,254.4217,,,,0.5,,,,,12,0,12,0,1,,,,,,,
,2023-09-26_10h44.12.946,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,259.9316,,,,0.5,,,,,13,0,13,0,1,,,,,,,
,2023-09-26_10h44.12.946,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,265.4449,,,,1,,,,,14,0,14,0,1,,,,,,,
,2023-09-26_10h44.12.946,slotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.9501,1,0,1,0,1
